나이,회사와의마찰,출장,일당,부서,거리,학력,전공,사번,만족도,성별,시급,참여프로젝트,근속연차,직급,직업만족도,결혼여부,월급,이직회수,성인여부,야근,업무평가,주변평가,근무기준시간,스톡옵션레벨,경력,전년도교육출장횟수,워라밸,현회사근속년수
42,Yes,30회 이상,933,R&D,19,3,자연과학계열,752,3,Male,57,4,1,연구직,3,Divorced,2759,6,Y,Yes,보통,4,80,0,7,2,3,2
43,No,30회 이상,775,영업,15,3,사회과학계열,754,4,Male,47,2,2,영업직,4,Married,6804,3,Y,No,보통,3,80,1,7,5,3,2
34,No,1~29회,970,R&D,8,2,자연과학계열,757,2,Female,96,3,2,연구직 관리자,3,Single,6142,3,Y,No,보통,4,80,0,10,2,3,5
23,No,1~29회,650,R&D,9,1,자연과학계열,758,2,Male,37,3,1,엔지니어,1,Married,2500,1,Y,No,보통,4,80,1,5,2,4,4
39,No,1~29회,141,사무직,3,3,인문학,760,3,Female,44,4,2,인사사원,2,Married,6389,9,Y,No,보통,3,80,1,12,3,1,8
56,No,1~29회,832,R&D,9,3,자연과학계열,762,3,Male,81,3,4,연구직 관리자,4,Married,11103,7,Y,No,보통,3,80,0,30,1,2,10
40,No,1~29회,804,R&D,2,1,자연과학계열,763,4,Female,86,2,1,연구직,4,Single,2342,0,Y,Yes,좋다,4,80,0,5,2,2,4
27,No,1~29회,975,R&D,7,3,자연과학계열,764,4,Female,55,2,2,연구직 관리자,1,Single,6811,8,Y,No,보통,1,80,0,9,2,1,7
29,No,1~29회,1090,영업,10,3,상경계열,766,4,Male,83,3,1,영업 담당자,2,Divorced,2297,1,Y,No,보통,4,80,2,2,2,3,2
53,No,1~29회,346,R&D,6,3,사회과학계열,769,4,Male,86,3,2,엔지니어,4,Single,2450,2,Y,No,보통,4,80,0,19,4,3,2
35,No,0회,1225,R&D,2,4,사회과학계열,771,4,Female,61,3,2,연구직 관리자,1,Divorced,5093,2,Y,No,보통,1,80,1,16,2,4,1
32,No,30회 이상,430,R&D,24,4,사회과학계열,772,1,Male,80,3,2,엔지니어,4,Married,5309,1,Y,No,보통,4,80,2,10,2,3,10
38,No,1~29회,268,R&D,2,5,자연과학계열,773,4,Male,92,3,1,연구직,3,Married,3057,6,Y,Yes,보통,2,80,1,6,0,1,1
34,No,1~29회,167,R&D,8,5,사회과학계열,775,2,Female,32,3,2,제조 책임자,1,Divorced,5121,3,Y,No,보통,3,80,1,7,3,3,0
52,No,1~29회,621,영업,3,4,상경계열,776,3,Male,31,2,4,인사관리자,1,Married,16856,1,Y,No,보통,1,80,0,34,3,4,34
33,Yes,1~29회,527,R&D,1,4,기타,780,4,Male,63,3,1,연구직,4,Single,2686,1,Y,Yes,보통,3,80,0,10,2,2,10
25,No,1~29회,883,영업,26,1,자연과학계열,781,3,Female,32,3,2,영업직,4,Single,6180,1,Y,No,좋다,2,80,0,6,5,2,6
45,No,1~29회,954,영업,2,2,공학계열,783,2,Male,46,1,2,영업 담당자,3,Single,6632,0,Y,No,보통,1,80,0,9,3,3,8
23,No,1~29회,310,R&D,10,1,자연과학계열,784,1,Male,79,4,1,연구직,3,Single,3505,1,Y,No,보통,4,80,0,2,3,3,2
47,Yes,30회 이상,719,영업,27,2,사회과학계열,785,2,Female,77,4,2,영업직,3,Single,6397,4,Y,Yes,보통,4,80,0,8,2,3,5
34,No,1~29회,304,영업,2,3,기타,786,4,Male,60,3,2,영업직,4,Single,6274,1,Y,No,좋다,3,80,0,6,5,3,6
55,Yes,1~29회,725,R&D,2,3,자연과학계열,787,4,Male,78,3,5,인사관리자,1,Married,19859,5,Y,Yes,보통,4,80,1,24,2,3,5
36,No,0회,1434,영업,8,4,사회과학계열,789,1,Male,76,2,3,영업직,1,Single,7587,1,Y,No,보통,2,80,0,10,1,3,10
52,No,0회,715,R&D,19,4,자연과학계열,791,4,Male,41,3,1,연구직,4,Married,4258,0,Y,No,보통,1,80,1,5,3,3,4
26,No,30회 이상,575,R&D,1,2,사회과학계열,792,1,Female,71,1,1,엔지니어,4,Divorced,4364,3,Y,No,보통,1,80,1,5,2,3,2
29,No,1~29회,657,R&D,27,3,자연과학계열,793,2,Female,66,3,2,연구직 관리자,3,Married,4335,4,Y,No,보통,1,80,1,11,3,2,8
26,Yes,1~29회,1146,영업,8,3,공학계열,796,4,Male,38,2,2,영업직,1,Single,5326,6,Y,No,보통,3,80,0,6,2,2,4
34,No,1~29회,182,R&D,1,4,사회과학계열,797,2,Female,72,4,1,연구직,4,Single,3280,2,Y,No,보통,3,80,0,10,2,3,4
54,No,1~29회,376,R&D,19,4,자연과학계열,799,4,Female,95,3,2,제조 책임자,1,Divorced,5485,9,Y,Yes,보통,2,80,2,9,4,3,5
27,No,30회 이상,829,영업,8,1,상경계열,800,3,Male,84,3,2,영업직,4,Married,4342,0,Y,No,보통,2,80,1,5,3,3,4
37,No,1~29회,571,R&D,10,1,사회과학계열,802,4,Female,82,3,1,연구직,1,Divorced,2782,0,Y,Yes,보통,2,80,2,6,3,2,5
38,No,30회 이상,240,R&D,2,4,사회과학계열,803,1,Female,75,4,2,제조 책임자,1,Single,5980,6,Y,Yes,보통,4,80,0,17,2,3,15
34,No,1~29회,121,R&D,2,4,자연과학계열,804,3,Female,86,2,1,연구직,1,Single,4381,1,Y,No,보통,3,80,0,6,3,3,6
35,No,1~29회,384,영업,8,4,사회과학계열,805,1,Female,72,3,1,영업 담당자,4,Married,2572,1,Y,No,보통,2,80,1,3,1,2,3
30,No,1~29회,921,R&D,1,3,사회과학계열,806,4,Male,38,1,1,엔지니어,3,Married,3833,3,Y,No,좋다,3,80,2,7,2,3,2
40,No,30회 이상,791,R&D,2,2,자연과학계열,807,3,Female,38,4,2,연구직 관리자,2,Married,4244,1,Y,No,좋다,4,80,1,8,2,3,8
34,No,1~29회,1111,영업,8,2,사회과학계열,808,3,Female,93,3,2,영업직,1,Married,6500,5,Y,No,보통,2,80,1,6,1,3,3
42,No,30회 이상,570,R&D,8,3,사회과학계열,809,2,Male,66,3,5,인사관리자,4,Divorced,18430,1,Y,No,보통,2,80,1,24,4,2,24
23,Yes,1~29회,1243,R&D,6,3,사회과학계열,811,3,Male,63,4,1,엔지니어,1,Married,1601,1,Y,Yes,좋다,3,80,2,1,2,3,0
24,No,0회,1092,R&D,9,3,사회과학계열,812,3,Male,60,2,1,엔지니어,2,Divorced,2694,1,Y,No,보통,3,80,3,1,4,3,1
52,No,1~29회,1325,R&D,11,4,사회과학계열,813,4,Female,82,3,2,엔지니어,3,Married,3149,8,Y,No,좋다,2,80,1,9,3,3,5
50,No,1~29회,691,R&D,2,3,자연과학계열,815,3,Male,64,3,4,연구 관리자,3,Married,17639,5,Y,No,보통,4,80,0,30,3,3,4
29,Yes,1~29회,805,R&D,1,2,사회과학계열,816,2,Female,36,2,1,엔지니어,1,Married,2319,1,Y,Yes,보통,4,80,1,1,1,3,1
33,No,1~29회,213,R&D,7,3,자연과학계열,817,3,Male,49,3,3,연구 관리자,3,Married,11691,0,Y,No,보통,4,80,0,14,3,4,13
33,Yes,1~29회,118,영업,16,3,상경계열,819,1,Female,69,3,2,영업직,1,Single,5324,5,Y,No,보통,3,80,0,6,3,3,3
47,No,1~29회,202,R&D,2,2,기타,820,3,Female,33,3,4,인사관리자,4,Married,16752,1,Y,Yes,보통,3,80,1,26,3,2,26
36,No,1~29회,676,R&D,1,3,기타,823,3,Female,35,3,2,제조 책임자,2,Married,5228,0,Y,No,보통,1,80,1,10,2,3,9
29,No,1~29회,1252,R&D,23,2,사회과학계열,824,3,Male,81,4,1,연구직,3,Married,2700,1,Y,No,좋다,3,80,1,10,3,3,10
58,Yes,1~29회,286,R&D,2,4,사회과학계열,825,4,Male,31,3,5,연구 관리자,2,Single,19246,7,Y,Yes,보통,4,80,0,40,2,3,31
35,No,1~29회,1258,R&D,1,4,사회과학계열,826,4,Female,40,4,1,연구직,3,Single,2506,3,Y,No,보통,3,80,0,7,0,3,2
42,No,1~29회,932,R&D,1,2,사회과학계열,827,4,Female,43,2,2,제조 책임자,4,Married,6062,9,Y,Yes,보통,4,80,1,8,4,3,4
28,Yes,1~29회,890,R&D,2,4,자연과학계열,828,3,Male,46,3,1,연구직,3,Single,4382,6,Y,No,보통,4,80,0,5,3,2,2
36,No,1~29회,1041,사무직,13,3,인문학,829,3,Male,36,3,1,인사사원,2,Married,2143,4,Y,No,보통,2,80,1,8,2,3,5
32,No,1~29회,859,R&D,4,3,사회과학계열,830,3,Female,98,2,2,제조 책임자,3,Married,6162,1,Y,No,보통,3,80,1,14,3,3,14
40,No,30회 이상,720,R&D,16,4,자연과학계열,832,1,Male,51,2,2,엔지니어,3,Single,5094,6,Y,No,보통,4,80,0,10,6,3,1
30,No,1~29회,946,R&D,2,3,자연과학계열,833,3,Female,52,2,2,제조 책임자,4,Single,6877,5,Y,Yes,좋다,2,80,0,12,4,2,0
45,No,1~29회,252,R&D,2,3,사회과학계열,834,2,Female,95,2,1,연구직,3,Single,2274,1,Y,No,보통,4,80,0,1,3,3,1
42,No,1~29회,933,R&D,29,3,사회과학계열,836,2,Male,98,3,2,제조 책임자,2,Married,4434,1,Y,No,보통,4,80,1,10,3,2,9
38,No,30회 이상,471,R&D,12,3,사회과학계열,837,1,Male,45,2,2,연구직 관리자,1,Divorced,6288,2,Y,No,보통,3,80,1,13,3,2,4
34,No,30회 이상,702,R&D,16,4,사회과학계열,838,3,Female,100,2,1,연구직,4,Single,2553,1,Y,No,보통,3,80,0,6,3,3,5
49,Yes,1~29회,1184,영업,11,3,상경계열,840,3,Female,43,3,3,영업직,4,Married,7654,1,Y,No,보통,1,80,2,9,3,4,9
55,Yes,1~29회,436,영업,2,1,자연과학계열,842,3,Male,37,3,2,영업직,4,Single,5160,4,Y,No,보통,3,80,0,12,3,2,9
43,No,1~29회,589,R&D,14,2,사회과학계열,843,2,Male,94,3,4,연구 관리자,1,Married,17159,6,Y,No,좋다,3,80,1,22,3,3,4
27,No,1~29회,269,R&D,5,1,공학계열,844,3,Male,42,2,3,연구 관리자,4,Divorced,12808,1,Y,Yes,보통,2,80,1,9,3,3,9
35,No,1~29회,950,R&D,7,3,기타,845,3,Male,59,3,3,제조 책임자,3,Single,10221,3,Y,No,좋다,2,80,0,17,3,4,8
28,No,1~29회,760,영업,2,4,상경계열,846,2,Female,81,3,2,영업직,2,Married,4779,1,Y,Yes,좋다,1,80,0,8,2,3,8
34,No,1~29회,829,사무직,3,2,인문학,847,3,Male,88,3,1,인사사원,4,Married,3737,0,Y,No,보통,3,80,1,4,1,1,3
26,Yes,30회 이상,887,R&D,5,2,자연과학계열,848,3,Female,88,2,1,연구직,3,Married,2366,1,Y,Yes,보통,1,80,1,8,2,3,8
27,No,0회,443,R&D,3,3,자연과학계열,850,4,Male,50,3,1,연구직,4,Married,1706,1,Y,No,보통,3,80,3,0,6,2,0
51,No,1~29회,1318,영업,26,4,상경계열,851,1,Female,66,3,4,인사관리자,3,Married,16307,2,Y,No,보통,3,80,1,29,2,2,20
44,No,1~29회,625,R&D,4,3,자연과학계열,852,4,Male,50,3,2,연구직 관리자,2,Single,5933,9,Y,No,보통,4,80,0,10,2,2,5
25,No,1~29회,180,R&D,2,1,자연과학계열,854,1,Male,65,4,1,연구직,1,Single,3424,7,Y,No,보통,3,80,0,6,3,2,4
33,No,1~29회,586,영업,1,3,자연과학계열,855,1,Male,48,4,2,영업직,1,Divorced,4037,1,Y,No,좋다,1,80,1,9,5,3,9
35,No,1~29회,1343,R&D,27,1,자연과학계열,856,3,Female,53,2,1,연구직,1,Single,2559,1,Y,No,보통,4,80,0,6,3,2,6
36,No,1~29회,928,영업,1,2,사회과학계열,857,2,Male,56,3,2,영업직,4,Married,6201,1,Y,Yes,보통,4,80,1,18,1,2,18
32,No,1~29회,117,영업,13,4,사회과학계열,859,2,Male,73,3,2,영업직,4,Divorced,4403,2,Y,No,보통,3,80,1,8,3,2,5
30,No,30회 이상,1012,R&D,5,4,사회과학계열,861,2,Male,75,2,1,연구직,4,Divorced,3761,9,Y,No,보통,2,80,1,10,3,2,5
53,No,1~29회,661,영업,7,2,상경계열,862,1,Female,78,2,3,영업직,4,Married,10934,7,Y,Yes,보통,4,80,1,35,3,3,5
45,No,1~29회,930,영업,9,3,상경계열,864,4,Male,74,3,3,영업직,1,Divorced,10761,4,Y,Yes,보통,3,80,1,18,2,3,5
32,No,1~29회,638,R&D,8,2,자연과학계열,865,3,Female,91,4,2,연구직,3,Married,5175,5,Y,No,보통,3,80,1,9,3,2,5
52,No,30회 이상,890,R&D,25,4,자연과학계열,867,3,Female,81,2,4,제조 책임자,4,Married,13826,3,Y,No,좋다,3,80,0,31,3,3,9
37,No,1~29회,342,영업,16,4,상경계열,868,4,Male,66,2,2,영업직,3,Divorced,6334,4,Y,No,보통,4,80,2,9,2,3,1
28,No,1~29회,1169,사무직,8,2,자연과학계열,869,2,Male,63,2,1,인사사원,4,Divorced,4936,1,Y,No,보통,4,80,1,6,6,3,5
22,No,1~29회,1230,R&D,1,2,사회과학계열,872,4,Male,33,2,2,제조 책임자,4,Married,4775,6,Y,No,좋다,1,80,2,4,2,1,2
44,No,1~29회,986,R&D,8,4,사회과학계열,874,1,Male,62,4,1,엔지니어,4,Married,2818,2,Y,Yes,좋다,3,80,1,10,2,2,3
42,No,30회 이상,1271,R&D,2,1,자연과학계열,875,2,Male,35,3,1,연구직,4,Single,2515,5,Y,Yes,보통,4,80,0,8,2,3,2
36,No,1~29회,1278,사무직,8,3,사회과학계열,878,1,Male,77,2,1,인사사원,1,Married,2342,0,Y,No,좋다,3,80,0,6,3,3,5
25,No,1~29회,141,영업,3,1,기타,879,3,Male,98,3,2,영업직,1,Married,4194,1,Y,Yes,보통,4,80,0,5,3,3,5
35,No,1~29회,607,R&D,9,3,사회과학계열,880,4,Female,66,2,3,제조 책임자,3,Married,10685,1,Y,Yes,좋다,2,80,1,17,2,3,17
35,Yes,30회 이상,130,R&D,25,4,사회과학계열,881,4,Female,96,3,1,연구직,2,Divorced,2022,1,Y,Yes,보통,1,80,1,10,3,2,10
32,No,0회,300,R&D,1,3,사회과학계열,882,4,Male,61,3,1,엔지니어,4,Divorced,2314,0,Y,No,보통,2,80,1,4,2,3,3
25,No,1~29회,583,영업,4,1,상경계열,885,3,Male,87,2,2,영업직,1,Married,4256,1,Y,No,보통,1,80,0,5,1,4,5
49,No,1~29회,1418,R&D,1,3,공학계열,887,3,Female,36,3,1,연구직,1,Married,3580,2,Y,No,보통,2,80,1,7,2,3,4
24,No,0회,1269,R&D,4,1,사회과학계열,888,1,Male,46,2,1,엔지니어,4,Married,3162,0,Y,No,보통,4,80,0,6,2,2,5
32,No,30회 이상,379,영업,5,2,사회과학계열,889,2,Male,48,3,2,영업직,2,Married,6524,1,Y,No,보통,4,80,1,10,3,3,10
38,No,1~29회,395,영업,9,3,상경계열,893,2,Male,98,2,1,영업 담당자,2,Married,2899,0,Y,No,보통,4,80,1,3,3,3,2
42,No,1~29회,1265,R&D,3,3,사회과학계열,894,3,Female,95,4,2,엔지니어,4,Married,5231,2,Y,Yes,보통,2,80,1,17,1,2,5
31,No,1~29회,1222,R&D,11,4,사회과학계열,895,4,Male,48,3,1,연구직,4,Married,2356,3,Y,Yes,보통,2,80,1,8,2,3,6
29,Yes,1~29회,341,영업,1,3,자연과학계열,896,2,Female,48,2,1,영업 담당자,3,Divorced,2800,6,Y,Yes,보통,3,80,3,5,3,3,3
53,No,1~29회,868,영업,8,3,상경계열,897,1,Male,73,3,4,영업직,4,Married,11836,5,Y,No,보통,3,80,1,28,3,3,2
35,No,1~29회,672,R&D,25,3,공학계열,899,4,Male,78,2,3,제조 책임자,2,Married,10903,3,Y,No,보통,1,80,0,16,2,3,13
37,No,30회 이상,1231,영업,21,2,자연과학계열,900,3,Female,54,3,1,영업 담당자,4,Married,2973,5,Y,No,보통,2,80,1,10,3,3,5
53,No,1~29회,102,R&D,23,4,사회과학계열,901,4,Female,72,3,4,연구 관리자,4,Single,14275,6,Y,No,보통,3,80,0,33,0,3,12
43,No,30회 이상,422,R&D,1,3,사회과학계열,902,4,Female,33,3,2,연구직 관리자,4,Married,5562,4,Y,No,보통,2,80,1,12,2,2,5
47,No,1~29회,249,영업,2,2,상경계열,903,3,Female,35,3,2,영업직,4,Married,4537,0,Y,Yes,좋다,1,80,1,8,2,3,7
37,No,0회,1252,영업,19,2,자연과학계열,904,1,Male,32,3,3,영업직,2,Single,7642,1,Y,Yes,보통,4,80,0,10,2,3,10
50,No,0회,881,R&D,2,4,사회과학계열,905,1,Male,98,3,4,인사관리자,1,Divorced,17924,1,Y,No,보통,4,80,1,31,3,3,31
39,No,1~29회,1383,사무직,2,3,사회과학계열,909,4,Female,42,2,2,인사사원,4,Married,5204,8,Y,No,보통,3,80,2,13,2,3,5
33,No,1~29회,1075,사무직,3,2,인문학,910,4,Male,57,3,1,인사사원,2,Divorced,2277,3,Y,Yes,보통,3,80,1,7,4,4,4
32,Yes,1~29회,374,R&D,25,4,사회과학계열,911,1,Male,87,3,1,엔지니어,4,Single,2795,1,Y,Yes,좋다,3,80,0,1,2,1,1
29,No,1~29회,1086,R&D,7,1,자연과학계열,912,1,Female,62,2,1,엔지니어,4,Divorced,2532,6,Y,No,보통,3,80,3,8,5,3,4
44,No,1~29회,661,R&D,9,2,사회과학계열,913,2,Male,61,3,1,연구직,1,Married,2559,1,Y,Yes,보통,4,80,0,8,0,3,8
28,No,1~29회,821,영업,5,4,자연과학계열,916,1,Male,98,3,2,영업직,4,Single,4908,1,Y,No,보통,2,80,0,4,3,3,4
58,Yes,30회 이상,781,R&D,2,1,사회과학계열,918,4,Male,57,2,1,엔지니어,4,Divorced,2380,9,Y,Yes,보통,4,80,1,3,3,2,1
43,No,1~29회,177,R&D,8,3,사회과학계열,920,1,Female,55,3,2,제조 책임자,2,Divorced,4765,4,Y,No,좋다,3,80,1,4,2,4,1
20,Yes,1~29회,500,영업,2,3,자연과학계열,922,3,Female,49,2,1,영업 담당자,3,Single,2044,1,Y,No,보통,4,80,0,2,3,2,2
21,Yes,1~29회,1427,R&D,18,1,기타,923,4,Female,65,3,1,연구직,4,Single,2693,1,Y,No,보통,1,80,0,1,3,2,1
36,No,1~29회,1425,R&D,14,1,사회과학계열,924,3,Male,68,3,2,연구직 관리자,4,Married,6586,0,Y,Yes,보통,1,80,1,17,2,2,16
47,No,1~29회,1454,영업,2,4,사회과학계열,925,4,Female,65,2,1,영업 담당자,4,Single,3294,1,Y,Yes,보통,1,80,0,3,3,2,3
22,Yes,1~29회,617,R&D,3,1,사회과학계열,926,2,Female,34,3,2,제조 책임자,3,Married,4171,0,Y,Yes,보통,1,80,1,4,3,4,3
41,Yes,1~29회,1085,R&D,2,4,사회과학계열,927,2,Female,57,1,1,엔지니어,4,Divorced,2778,4,Y,Yes,보통,3,80,1,10,1,2,7
28,No,1~29회,995,R&D,9,3,자연과학계열,930,3,Female,77,3,1,연구직,3,Divorced,2377,5,Y,No,보통,2,80,1,6,2,3,2
39,Yes,1~29회,1122,R&D,6,3,자연과학계열,932,4,Male,70,3,1,엔지니어,1,Married,2404,7,Y,Yes,좋다,4,80,0,8,2,1,2
27,No,1~29회,618,R&D,4,3,사회과학계열,933,2,Female,76,3,1,연구직,3,Single,2318,1,Y,No,보통,3,80,0,1,2,3,1
34,No,1~29회,546,R&D,10,3,사회과학계열,934,2,Male,83,3,1,엔지니어,2,Divorced,2008,1,Y,No,보통,2,80,2,1,3,3,1
42,No,1~29회,462,영업,14,2,자연과학계열,936,3,Female,68,2,2,영업직,3,Single,6244,7,Y,No,보통,1,80,0,10,6,3,5
33,No,1~29회,1198,R&D,1,4,기타,939,3,Male,100,2,1,연구직,1,Single,2799,3,Y,Yes,보통,2,80,0,6,1,3,3
58,No,1~29회,1272,R&D,5,3,공학계열,940,3,Female,37,2,3,연구직 관리자,2,Divorced,10552,2,Y,Yes,보통,4,80,1,24,3,3,6
31,No,1~29회,154,영업,7,4,사회과학계열,941,2,Male,41,2,1,영업 담당자,3,Married,2329,3,Y,No,보통,2,80,0,13,2,4,7
35,No,1~29회,1137,R&D,21,1,사회과학계열,942,4,Female,51,3,2,연구직 관리자,4,Married,4014,1,Y,Yes,좋다,4,80,1,10,2,1,10
49,No,1~29회,527,R&D,8,2,기타,944,1,Female,51,3,3,엔지니어,2,Married,7403,4,Y,No,보통,3,80,1,29,3,2,26
48,No,1~29회,1469,R&D,20,4,자연과학계열,945,4,Male,51,3,1,연구직,3,Married,2259,4,Y,No,보통,1,80,2,13,2,2,0
31,No,0회,1188,영업,20,2,상경계열,947,4,Female,45,3,2,영업직,3,Married,6932,1,Y,No,보통,4,80,1,9,2,2,9
36,No,1~29회,188,R&D,7,4,기타,949,2,Male,65,3,1,연구직,4,Single,4678,2,Y,No,보통,3,80,0,8,6,3,6
38,No,1~29회,1333,R&D,1,3,공학계열,950,4,Female,80,3,3,연구 관리자,1,Married,13582,1,Y,No,보통,2,80,1,15,3,3,15
32,No,0회,1184,R&D,1,3,사회과학계열,951,3,Female,70,2,1,엔지니어,2,Married,2332,6,Y,No,좋다,3,80,0,5,3,3,3
25,Yes,1~29회,867,영업,19,2,상경계열,952,3,Male,36,2,1,영업 담당자,2,Married,2413,1,Y,Yes,보통,3,80,3,1,2,3,1
40,No,1~29회,658,영업,10,4,상경계열,954,1,Male,67,2,3,영업직,2,Divorced,9705,2,Y,No,보통,2,80,1,11,2,2,1
26,No,30회 이상,1283,영업,1,3,자연과학계열,956,3,Male,52,2,2,영업직,1,Single,4294,1,Y,No,보통,2,80,0,7,2,3,7
41,No,1~29회,263,R&D,6,3,자연과학계열,957,4,Male,59,3,1,엔지니어,1,Single,4721,2,Y,Yes,보통,3,80,0,20,3,3,18
36,No,1~29회,938,R&D,2,4,자연과학계열,958,3,Male,79,3,1,엔지니어,3,Single,2519,4,Y,No,좋다,3,80,0,16,6,3,11
19,Yes,1~29회,419,영업,21,3,기타,959,4,Male,37,2,1,영업 담당자,2,Single,2121,1,Y,Yes,보통,2,80,0,1,3,4,1
20,Yes,1~29회,129,R&D,4,3,공학계열,960,1,Male,84,3,1,엔지니어,1,Single,2973,1,Y,No,보통,2,80,0,1,2,3,1
31,No,1~29회,616,R&D,12,3,자연과학계열,961,4,Female,41,3,2,연구직 관리자,4,Married,5855,0,Y,Yes,보통,3,80,2,10,2,1,9
40,No,30회 이상,1469,R&D,9,4,자연과학계열,964,4,Male,35,3,1,연구직,2,Divorced,3617,8,Y,Yes,보통,4,80,1,3,2,3,1
32,No,1~29회,498,R&D,3,4,자연과학계열,966,3,Female,93,3,2,제조 책임자,1,Married,6725,1,Y,No,보통,3,80,1,8,2,4,8
36,Yes,1~29회,530,영업,3,1,사회과학계열,967,3,Male,51,2,3,영업직,4,Married,10325,1,Y,Yes,보통,1,80,1,16,6,3,16
33,No,1~29회,1069,R&D,1,3,사회과학계열,969,2,Female,42,2,2,연구직 관리자,4,Single,6949,0,Y,No,보통,1,80,0,6,3,3,5
37,Yes,1~29회,625,영업,1,4,사회과학계열,970,1,Male,46,2,3,영업직,3,Married,10609,5,Y,No,보통,3,80,0,17,2,1,14
45,No,0회,805,R&D,4,2,사회과학계열,972,3,Male,57,3,2,엔지니어,2,Married,4447,1,Y,No,보통,2,80,0,9,5,2,9
29,No,30회 이상,1404,영업,20,3,공학계열,974,3,Female,84,3,1,영업 담당자,4,Married,2157,1,Y,No,보통,2,80,1,3,5,3,3
35,No,1~29회,1219,영업,18,3,자연과학계열,975,3,Female,86,3,2,영업직,3,Married,4601,1,Y,No,보통,2,80,0,5,3,3,5
52,No,1~29회,1053,R&D,1,2,사회과학계열,976,4,Male,70,3,4,인사관리자,4,Married,17099,2,Y,No,보통,2,80,1,26,2,2,9
58,Yes,1~29회,289,R&D,2,3,공학계열,977,4,Male,51,3,1,연구직,3,Single,2479,4,Y,No,좋다,1,80,0,7,4,3,1
53,No,1~29회,1376,영업,2,2,자연과학계열,981,3,Male,45,3,4,인사관리자,3,Divorced,14852,6,Y,No,보통,3,80,1,22,3,4,17
30,No,1~29회,231,영업,8,2,기타,982,3,Male,62,3,3,영업직,3,Divorced,7264,5,Y,No,보통,1,80,1,10,2,4,8
38,No,0회,152,영업,10,3,공학계열,983,3,Female,85,3,2,영업직,4,Single,5666,1,Y,Yes,보통,2,80,0,6,1,3,5
35,No,1~29회,882,영업,3,4,사회과학계열,984,4,Male,92,3,3,영업직,4,Divorced,7823,6,Y,No,보통,2,80,1,12,2,3,10
39,No,1~29회,903,영업,2,5,사회과학계열,985,1,Male,41,4,3,영업직,3,Single,7880,0,Y,No,보통,4,80,0,9,3,3,8
40,Yes,0회,1479,영업,24,3,사회과학계열,986,2,Female,100,4,4,영업직,2,Single,13194,4,Y,Yes,보통,4,80,0,22,2,2,1
47,No,30회 이상,1379,R&D,16,4,자연과학계열,987,3,Male,64,4,2,제조 책임자,3,Divorced,5067,1,Y,Yes,보통,3,80,0,20,3,4,19
36,No,0회,1229,영업,8,4,공학계열,990,1,Male,84,3,2,영업직,4,Divorced,5079,4,Y,No,보통,4,80,2,12,3,3,7
31,Yes,0회,335,R&D,9,2,자연과학계열,991,3,Male,46,2,1,연구직,1,Single,2321,0,Y,Yes,좋다,1,80,0,4,0,3,3
33,No,0회,722,영업,17,3,사회과학계열,992,4,Male,38,3,4,인사관리자,3,Single,17444,1,Y,No,보통,4,80,0,10,2,3,10
29,Yes,1~29회,906,R&D,10,3,사회과학계열,994,4,Female,92,2,1,연구직,1,Single,2404,6,Y,Yes,좋다,3,80,0,3,5,3,0
33,No,1~29회,461,R&D,13,1,사회과학계열,995,2,Female,53,3,1,연구직,4,Single,3452,3,Y,No,보통,1,80,0,5,4,3,3
45,No,1~29회,974,R&D,1,4,자연과학계열,996,4,Female,91,3,1,엔지니어,4,Divorced,2270,3,Y,No,보통,4,80,2,8,2,3,5
50,No,1~29회,1126,R&D,1,2,자연과학계열,997,4,Male,66,3,4,연구 관리자,4,Divorced,17399,9,Y,No,좋다,3,80,1,32,1,2,5
33,No,30회 이상,827,R&D,1,4,기타,998,3,Female,84,4,2,연구직 관리자,2,Married,5488,1,Y,Yes,보통,1,80,1,6,2,3,6
41,No,30회 이상,840,R&D,9,3,자연과학계열,999,1,Male,64,3,5,연구 관리자,3,Divorced,19419,2,Y,No,보통,2,80,1,21,2,4,18
27,No,1~29회,1134,R&D,16,4,공학계열,1001,3,Female,37,3,1,엔지니어,2,Married,2811,9,Y,No,보통,2,80,1,4,2,3,2
45,No,0회,248,R&D,23,2,사회과학계열,1002,4,Male,42,3,2,엔지니어,1,Married,3633,1,Y,Yes,보통,3,80,1,9,2,3,9
47,No,1~29회,955,영업,4,2,사회과학계열,1003,4,Female,83,3,2,영업직,4,Single,4163,1,Y,Yes,보통,3,80,0,9,0,3,9
30,Yes,1~29회,138,R&D,22,3,사회과학계열,1004,1,Female,48,3,1,연구직,3,Married,2132,4,Y,Yes,보통,2,80,0,7,2,3,5
50,No,1~29회,939,R&D,24,3,사회과학계열,1005,4,Male,95,3,4,제조 책임자,3,Married,13973,3,Y,Yes,보통,4,80,1,22,2,3,12
38,No,30회 이상,1391,R&D,10,1,자연과학계열,1006,3,Male,66,3,1,연구직,3,Married,2684,0,Y,No,보통,2,80,1,3,0,2,2
46,No,1~29회,566,R&D,7,2,자연과학계열,1007,4,Male,75,3,3,제조 책임자,3,Divorced,10845,6,Y,No,보통,2,80,1,13,3,3,8
24,No,1~29회,1206,R&D,17,1,자연과학계열,1009,4,Female,41,2,2,제조 책임자,3,Divorced,4377,1,Y,No,보통,2,80,2,5,6,3,4
